guest_id,spa_affinity_score,adventure_affinity_score,culture_affinity_score,dining_affinity_score,travel_type,budget_segment,stay_duration_days,weather_condition,rain_probability,event_category,event_popularity_score,event_indoor_flag,attraction_rating,seasonal_tourism_index,weather_activity_match,event_preference_alignment,overall_experience_score,recommended_experience,temperature
2947,0.5875180418215962,0.0451885535186096,0.5541405883729692,0.4712349971192986,Family,Mid-range,2,Sunny,64,Cultural Fair,79,1,4.0,24,0.3076247256584391,0.6937965564045828,75,City Tour,30.0
2948,0.0041667848553867,0.853113372364818,0.3795431007199865,0.1809575028006537,Couple,Mid-range,4,Cloudy,67,Wellness Expo,89,0,4.3,62,0.926492335174811,0.4430576755780548,74,Adventure Trek,12.0
2949,0.1419586471422742,0.7894418099944354,0.9316331278199226,0.2651973375758418,Business,Mid-range,1,Sunny,45,Food Carnival,99,0,4.9,42,0.5314798056391483,0.5576965984955318,97,Spa Package,39.0
2950,0.1787809263137556,0.6956596908472682,0.19116289731406,0.3505792703251554,Couple,Budget,10,Cloudy,19,Music Festival,15,0,4.3,18,0.2562736382139384,0.1095975794951195,87,Indoor Wellness Retreat,21.0
2951,0.3712722699744863,0.334479486915305,0.2646462453652263,0.3402923592560208,Couple,Mid-range,13,Cloudy,12,Food Carnival,83,0,3.6,44,0.8407585040935311,0.6636347680485645,26,Adventure Trek,11.0
2952,0.7559254573773893,0.1871250828796929,0.496302431662588,0.7788484749230802,Solo,Budget,9,Cloudy,24,Sports Event,86,0,4.5,26,0.5553444507422498,0.7852661098275419,92,City Tour,17.0
2953,0.5220929281447461,0.9617726734653336,0.7017554816658854,0.6777646340069234,Family,Budget,3,Sunny,91,Wellness Expo,49,1,4.5,30,0.5490701718019685,0.937139503723326,8,Indoor Wellness Retreat,32.0
2954,0.1802280620235836,0.2115791270618711,0.2310929893702832,0.9865367085652808,Solo,Mid-range,8,Rainy,69,Wellness Expo,71,1,4.3,56,0.8122160957140911,0.799661338373768,12,Cultural Museum Visit,37.0
2955,0.9539195650228594,0.3574005647403417,0.019105767960197,0.8343917196478431,Business,Luxury,13,Rainy,19,Sports Event,98,1,3.9,57,0.5426667634938248,0.3583455010427582,58,Cultural Museum Visit,33.0
2956,0.8941103473491842,0.6485420792373617,0.0680046464620871,0.6128285733339696,Business,Luxury,6,Rainy,10,Wellness Expo,91,0,4.8,41,0.0474722801978793,0.7440828056867471,34,Adventure Trek,36.0
2957,0.1932354626267652,0.1288449360558506,0.5418342824449225,0.8767536466655894,Business,Mid-range,14,Cloudy,82,Music Festival,38,1,3.8,45,0.3915243148017037,0.6708749917483806,61,Spa Package,14.0
2958,0.4121255871333351,0.8521390245970291,0.2028554808628279,0.6981321416723271,Business,Budget,10,Snowy,65,Cultural Fair,17,0,4.2,15,0.5828100834761105,0.1807872600412008,43,Cultural Museum Visit,15.0
2959,0.013582223959067,0.6389896202410348,0.1102443333099519,0.9012887668466468,Family,Mid-range,8,Sunny,33,Food Carnival,65,0,4.3,99,0.8774012955483205,0.7357883840292533,40,Adventure Trek,15.0
2960,0.9893953432706484,0.4739066256527452,0.2355911073470479,0.8209850702301849,Family,Mid-range,3,Cloudy,35,Music Festival,95,0,4.9,44,0.0671671187747405,0.8845068522900477,65,Cultural Museum Visit,32.0
2961,0.9487191552901432,0.9759910118207772,0.5547189603328981,0.7457973933490836,Family,Budget,1,Cloudy,7,Sports Event,83,1,4.6,36,0.7718454412010763,0.3151095219294135,39,Indoor Wellness Retreat,23.0
2962,0.1360661643839696,0.5094772027662436,0.4676824350004185,0.5664609541101279,Couple,Mid-range,4,Cloudy,2,Music Festival,39,0,4.4,41,0.1033340659059751,0.1743106583916893,97,Cultural Museum Visit,15.0
2963,0.3682633827691226,0.16917598913184,0.9149269490637676,0.8011073138376766,Couple,Luxury,2,Rainy,67,Wellness Expo,73,0,3.6,22,0.5904640719944888,0.4186032989261614,73,Food Experience,37.0
2964,0.5091204026685742,0.291433900313912,0.7704344021436331,0.1946353857227974,Family,Budget,8,Snowy,42,Sports Event,54,0,4.9,98,0.7792126516771505,0.6805572781970947,8,Adventure Trek,14.0
2965,0.8138218802409942,0.5335112155199447,0.5107613690953907,0.4809539344553161,Family,Budget,10,Cloudy,80,Cultural Fair,36,0,4.7,66,0.142937735249935,0.0632125222890809,66,Indoor Wellness Retreat,13.0
2966,0.9825992807544076,0.8288581560832656,0.9844856527921862,0.4044985506777712,Business,Luxury,2,Sunny,16,Music Festival,13,0,3.9,82,0.0642127188605133,0.1111772615216996,74,Cultural Museum Visit,31.0
2967,0.0106232325165486,0.492504660454936,0.1304019660023834,0.6205630237637494,Solo,Budget,9,Rainy,88,Wellness Expo,14,1,3.7,41,0.1744264590138555,0.818335044808721,46,City Tour,32.0
2968,0.8963271620899685,0.2857617383306355,0.0074778399438736,0.8898016827783337,Business,Mid-range,11,Rainy,25,Food Carnival,25,1,4.2,42,0.3405167593495898,0.6981403159799454,38,Spa Package,15.0
2969,0.9555297171266526,0.5058246760086769,0.2349929185384487,0.6575994806297424,Solo,Luxury,3,Sunny,99,Sports Event,37,1,3.7,39,0.8627442346301383,0.6438793075831335,72,City Tour,22.0
2970,0.4385023535022579,0.4046460269462946,0.2445323898230548,0.60589178374095,Family,Luxury,7,Rainy,84,Cultural Fair,79,0,3.8,15,0.0083709643298456,0.5075979303565157,37,Cultural Museum Visit,19.0
2971,0.2732626138842328,0.1548052783325249,0.0145741007275257,0.8121717168737068,Solo,Budget,2,Snowy,34,Sports Event,71,1,4.3,25,0.1649865464988273,0.2062521312614518,94,City Tour,14.0
2972,0.5800320100442381,0.8907067755048081,0.071849919694136,0.7371371553654499,Couple,Budget,6,Snowy,90,Sports Event,79,1,4.6,15,0.4546084122902465,0.7152466095121085,57,Spa Package,11.0
2973,0.0368669005774603,0.4965301116556802,0.1120266395593598,0.393740791374605,Business,Mid-range,12,Rainy,39,Music Festival,83,0,5.0,57,0.8084429042765512,0.8768882779564697,33,Indoor Wellness Retreat,24.0
2974,0.1265135935582332,0.3901552016068539,0.7860453024595565,0.4968499082020569,Family,Luxury,2,Rainy,90,Music Festival,11,1,4.5,94,0.1271596660987639,0.3981497067175447,98,Cultural Museum Visit,32.0
2975,0.2016490646999367,0.8934322222503891,0.8873439933072764,0.4102312314416503,Solo,Budget,13,Sunny,93,Cultural Fair,18,0,3.8,86,0.4650563057260127,0.0615456890864186,43,Spa Package,18.0
2976,0.2345297432413069,0.4032639990121466,0.8594551193220873,0.7577398700745362,Family,Mid-range,8,Sunny,51,Wellness Expo,1,1,4.0,16,0.1134527157688517,0.6849793086731771,14,Food Experience,10.0
2977,0.8708912906850447,0.4175013544753514,0.1238903079004644,0.0370353439006196,Couple,Budget,8,Sunny,9,Food Carnival,75,1,4.5,79,0.1915143864628004,0.449981542353585,33,Indoor Wellness Retreat,16.0
2978,0.2645668498818665,0.3673073218689974,0.004222956635546,0.5314150131338403,Business,Budget,10,Rainy,23,Music Festival,0,0,4.0,61,0.1966907584693945,0.2649116738881376,84,Food Experience,11.0
2979,0.6852746787934252,0.2293658590227992,0.890126842244394,0.40292075480118,Business,Budget,6,Cloudy,38,Food Carnival,79,1,5.0,14,0.6320516552009494,0.3456187810202711,82,Adventure Trek,11.0
2980,0.4919069138748712,0.3151486119772906,0.6742579277002994,0.1952300937406101,Solo,Mid-range,1,Sunny,60,Cultural Fair,37,1,3.6,77,0.1634005685261572,0.6699013872134046,7,Adventure Trek,15.0
2981,0.2399579824397529,0.92176343076101,0.1638715917999991,0.4712141736979041,Family,Budget,8,Rainy,14,Music Festival,62,1,3.5,97,0.8104181359401175,0.8732489867014467,62,Spa Package,39.0
2982,0.5251589346133011,0.7015622755300275,0.3705669992779753,0.7152081994230359,Business,Mid-range,14,Cloudy,29,Music Festival,55,0,4.5,39,0.1060183509422765,0.8360019249620123,93,Adventure Trek,12.0
2983,0.7484843506805976,0.5747104127558417,0.665324411490289,0.2553324610540113,Solo,Budget,12,Rainy,73,Food Carnival,66,1,4.7,28,0.8783725480595209,0.2547173685068236,51,Food Experience,39.0
2984,0.3199054510469222,0.6166811005186125,0.8796572157931332,0.3088800380439238,Family,Mid-range,11,Rainy,52,Wellness Expo,8,1,4.0,80,0.2386218677691535,0.3268200881905699,27,Cultural Museum Visit,15.0
2985,0.0408849921000502,0.2242362851618579,0.3957314950197905,0.859941354299856,Business,Luxury,5,Snowy,61,Food Carnival,79,1,4.0,94,0.0249029050408795,0.1368639146387248,4,Indoor Wellness Retreat,13.0
2986,0.3014486030702599,0.5569636356107145,0.9517104577358556,0.3937883967124486,Couple,Budget,8,Sunny,89,Sports Event,41,1,4.4,58,0.3219899934662097,0.6125059160364519,92,Spa Package,16.0
2987,0.5313376170310041,0.8608594859789307,0.2121667161382974,0.4085741710339929,Solo,Budget,11,Sunny,31,Sports Event,68,1,4.7,2,0.8339717203073068,0.6994996893236141,99,Food Experience,21.0
2988,0.5866028296901293,0.0064339752607149,0.1550846204302337,0.576769156016327,Couple,Budget,4,Cloudy,40,Food Carnival,87,1,4.0,62,0.4522066321872899,0.1001859993696816,99,Spa Package,22.0
2989,0.0040985042605383,0.1921249414573036,0.3014997694574775,0.2355235201564169,Family,Mid-range,9,Rainy,34,Food Carnival,31,0,4.8,38,0.288096027562911,0.0707350510039662,67,City Tour,23.0
2990,0.9959762059296264,0.671752136730846,0.517464049604635,0.8077236802230282,Family,Budget,11,Rainy,16,Cultural Fair,58,0,4.1,35,0.7898399390302563,0.557135228420907,52,City Tour,12.0
2991,0.4900589019908292,0.4300616916038602,0.1076330454653166,0.9627514117003844,Family,Budget,2,Sunny,26,Cultural Fair,32,0,3.7,17,0.5944015693670806,0.0728699377728073,5,Cultural Museum Visit,36.0
2992,0.2962456484175612,0.923262064409858,0.6921257108174428,0.7174866193482539,Couple,Budget,11,Cloudy,59,Sports Event,97,1,4.4,89,0.5700913752972109,0.8687666655936487,70,City Tour,26.0
2993,0.0768368644280923,0.8830077083256519,0.0732035032489565,0.7127880629534286,Solo,Budget,14,Cloudy,72,Music Festival,71,0,4.2,7,0.4026593470914266,0.0440785556705631,26,Food Experience,12.0
2994,0.6684222034846125,0.7601880311969929,0.936389862094472,0.5944573658733531,Couple,Luxury,10,Cloudy,25,Food Carnival,26,1,4.9,50,0.1543269594977672,0.5301110285211277,92,City Tour,36.0
2995,0.5165433478030683,0.3093034972837448,0.1819484909701839,0.6582969729650405,Couple,Luxury,2,Snowy,81,Sports Event,13,1,4.5,31,0.281924959761695,0.0111402573895253,32,Food Experience,11.0
2996,0.5135153502574575,0.3561284905739399,0.841308902155016,0.0948123985799014,Solo,Luxury,8,Snowy,56,Music Festival,10,1,3.9,9,0.4684312146145392,0.7167731002604849,69,City Tour,34.0
2997,0.2272759959560341,0.365828635691664,0.0597412646773914,0.3365897308426739,Business,Luxury,12,Cloudy,38,Cultural Fair,65,1,3.6,20,0.6675690821653003,0.2995829919309118,28,Food Experience,18.0
2998,0.6968510306524619,0.3022614203647441,0.6671566242771282,0.5962575721909356,Family,Budget,12,Snowy,6,Wellness Expo,37,0,4.2,30,0.8724638051971503,0.8714532229782664,26,Indoor Wellness Retreat,36.0
2999,0.320116935529215,0.2584102859247641,0.9433717218708662,0.4829748213949019,Business,Budget,8,Cloudy,77,Wellness Expo,0,1,3.9,54,0.7781766326856359,0.8793408192186506,84,Food Experience,33.0
3000,0.3384065547774471,0.1878153661099502,0.6008837225043359,0.4878719499314816,Business,Budget,3,Cloudy,93,Wellness Expo,51,0,3.8,45,0.0477458956030851,0.521388562901332,45,Cultural Museum Visit,30.0
3001,0.1747206816664441,0.8644237806756346,0.1444360115818146,0.3847704587511679,Solo,Luxury,10,Sunny,44,Wellness Expo,31,0,3.9,64,0.9168489693824858,0.0107709788357642,67,Spa Package,23.0
3002,0.0798597321839776,0.0631123909202334,0.4517435363186335,0.2620053757158643,Business,Luxury,3,Cloudy,13,Sports Event,54,0,3.5,69,0.1871706592902102,0.4117305834957157,40,City Tour,34.0
3003,0.8690632167841635,0.524729112090538,0.8017197535899706,0.7287220099556105,Solo,Mid-range,2,Cloudy,65,Cultural Fair,5,0,3.6,89,0.5135933873647558,0.2905765911649587,14,Indoor Wellness Retreat,18.0
3004,0.9249806393536922,0.1348029167830579,0.798284060972223,0.5035230958370019,Business,Luxury,5,Snowy,86,Cultural Fair,75,1,4.7,43,0.7050322896241021,0.7686739353744907,12,Adventure Trek,27.0
3005,0.7579102409301655,0.1413655655584685,0.4895474405822071,0.8435474847639617,Solo,Luxury,3,Snowy,6,Cultural Fair,70,0,4.3,99,0.3605966354323703,0.1725480272166755,52,Indoor Wellness Retreat,13.0
3006,0.8468786001586566,0.1979990755470099,0.8578953888095701,0.7547588917092578,Solo,Luxury,12,Sunny,39,Wellness Expo,0,1,4.8,68,0.7668238479520265,0.4792944267919349,37,City Tour,36.0
3007,0.6998095148150729,0.8209992815476692,0.6379400080271075,0.318005699446886,Family,Mid-range,14,Rainy,47,Food Carnival,5,1,5.0,79,0.4724009530233838,0.527379221985709,78,Cultural Museum Visit,21.0
3008,0.284157418526717,0.4893948382364341,0.7698111727283519,0.8405527586372648,Family,Mid-range,12,Snowy,69,Food Carnival,0,0,4.6,26,0.2247735232534753,0.2656659511866229,57,Food Experience,15.0
3009,0.9976138003510728,0.0770010299952398,0.192398342879334,0.8960214085509526,Family,Luxury,13,Cloudy,22,Music Festival,8,1,5.0,88,0.2318447336193143,0.8832508269635901,54,Cultural Museum Visit,25.0
3010,0.4192476638481224,0.2507021254327436,0.1273601519543303,0.5454076218496826,Family,Budget,2,Snowy,80,Sports Event,94,1,4.5,12,0.0240134001591645,0.2298170713221564,55,City Tour,29.0
3011,0.3263143352782485,0.4225906640775909,0.7750142977060595,0.3254410657810134,Couple,Budget,2,Sunny,68,Cultural Fair,55,0,4.9,3,0.2232775114129396,0.4808167859793317,97,Spa Package,23.0
3012,0.9313613436178918,0.8010616777684193,0.7486405061008539,0.794736238087817,Business,Budget,2,Snowy,34,Sports Event,13,1,4.2,96,0.4435078201985832,0.735498335670825,98,Spa Package,21.0
3013,0.3419045920038517,0.6018782384448947,0.2885715319071034,0.3108528109830751,Business,Luxury,14,Cloudy,99,Sports Event,49,0,4.0,94,0.5487634288790044,0.1650422854797725,33,Adventure Trek,28.0
3014,0.7589561214390564,0.5470216539675122,0.4756589980647291,0.7238429524772076,Couple,Budget,5,Sunny,72,Wellness Expo,12,0,4.1,84,0.1132148503219221,0.8316383608765852,6,Cultural Museum Visit,16.0
3015,0.75701651191553,0.8378465031674723,0.2483782794908685,0.1122840368524887,Couple,Budget,2,Snowy,40,Music Festival,14,0,3.9,5,0.6513895609280247,0.7772027501589328,32,Adventure Trek,27.0
3016,0.5275106574763876,0.7733467886961041,0.1870398100372062,0.3458802134177724,Solo,Budget,6,Cloudy,58,Cultural Fair,23,1,4.8,79,0.5835086629073681,0.1151799804376372,24,Cultural Museum Visit,28.0
3017,0.0439453250220863,0.5531094345213626,0.679457805877266,0.8250876418494065,Family,Mid-range,6,Rainy,14,Food Carnival,8,1,3.8,31,0.3958955651517767,0.6274164385619084,54,Adventure Trek,17.0
3018,0.4720586155140958,0.9494821857328872,0.7123317685301291,0.7764881814993684,Business,Luxury,12,Rainy,14,Food Carnival,1,1,3.7,45,0.038659374279541,0.9665446670115848,9,Indoor Wellness Retreat,23.0
3019,0.5551351389410544,0.2835165374856461,0.1438672654956863,0.8587194784607086,Family,Budget,1,Snowy,26,Sports Event,21,1,3.7,13,0.6836202200418944,0.9126966145498526,95,Cultural Museum Visit,33.0
3020,0.4215324460091991,0.5014380502319089,0.7231528757300257,0.1945665369955542,Solo,Luxury,8,Sunny,41,Food Carnival,49,1,4.8,52,0.4409835952691333,0.7416047652410435,73,Adventure Trek,19.0
3021,0.67689657367542,0.0909374986984029,0.7840628795901879,0.2597554485504861,Solo,Budget,9,Sunny,31,Food Carnival,63,0,4.6,31,0.9073177898286136,0.278924074869208,94,Spa Package,37.0
3022,0.6186842863086752,0.1950281396391016,0.4505297485895271,0.9104656077218451,Business,Mid-range,13,Snowy,19,Music Festival,20,0,4.0,66,0.5694720520641098,0.5624137697127799,97,Spa Package,11.0
3023,0.0883480452118372,0.0915484311602057,0.2902475315741325,0.5061820122007243,Couple,Budget,13,Cloudy,14,Music Festival,46,1,4.8,80,0.5597311581345665,0.5167356159939455,24,Cultural Museum Visit,12.0
3024,0.529488820651136,0.4493922822863516,0.1322635854679591,0.4081974404209222,Solo,Mid-range,9,Snowy,48,Cultural Fair,79,1,4.0,82,0.382606506195932,0.3144488815912238,60,Food Experience,34.0
3025,0.3227343016359892,0.8585641182208688,0.8677337497271189,0.6588976501717849,Couple,Mid-range,13,Rainy,58,Food Carnival,48,1,4.3,99,0.968177741787238,0.6567206722133159,55,City Tour,10.0
3026,0.9664271824083128,0.4513704914787011,0.068915172163362,0.7872085964627463,Couple,Luxury,8,Rainy,0,Wellness Expo,37,1,4.8,80,0.5717689104597395,0.3893298568121965,64,Food Experience,35.0
3027,0.1882952610049051,0.9469131240375512,0.928797597116044,0.459216157915658,Business,Mid-range,9,Cloudy,15,Wellness Expo,86,0,4.8,92,0.2751161932587556,0.2172890275411192,16,Food Experience,30.0
3028,0.7791025418198979,0.0393566382615487,0.893296148000179,0.8230070883603907,Business,Mid-range,5,Cloudy,91,Sports Event,64,1,4.5,96,0.201526178596596,0.7998380539631972,70,Cultural Museum Visit,26.0
3029,0.1450500736710833,0.518365783600344,0.3946342204638243,0.6766139777476347,Business,Mid-range,3,Snowy,1,Food Carnival,92,0,3.8,34,0.2196907440218799,0.2514385284790958,3,Adventure Trek,23.0
3030,0.4470714218559618,0.3222280097510089,0.5748050241025422,0.9908641119946212,Solo,Mid-range,4,Snowy,5,Cultural Fair,11,1,3.7,72,0.514497634303105,0.3545224515457611,44,Adventure Trek,23.0
3031,0.1223502357813471,0.3341579068238813,0.9329835634645646,0.9344415505257948,Family,Budget,10,Snowy,8,Wellness Expo,73,1,4.2,21,0.7639862142467106,0.7359804824171092,56,Adventure Trek,27.0
3032,0.9623592115953364,0.5292942772996033,0.908839127239775,0.178845490512371,Business,Luxury,9,Snowy,46,Music Festival,42,0,3.9,52,0.5197803612197048,0.1628382309792205,71,City Tour,10.0
3033,0.2417757420962627,0.8330937650577189,0.4073590555958946,0.5613473028134266,Couple,Mid-range,2,Sunny,68,Food Carnival,20,0,4.6,44,0.6296063081680321,0.6916215166906416,68,Spa Package,34.0
3034,0.446500867732079,0.1173419172062643,0.9195200608566552,0.9755057260055302,Couple,Luxury,11,Sunny,99,Food Carnival,27,0,4.6,54,0.130500446689577,0.4716060546026994,53,Food Experience,35.0
3035,0.3173472282180536,0.0003349384266132,0.8071380100656724,0.6720978444597197,Solo,Mid-range,5,Snowy,70,Food Carnival,54,1,4.0,54,0.391263714783347,0.3744041759767195,46,Indoor Wellness Retreat,19.0
3036,0.2411641966644342,0.851134129794365,0.7870418255723768,0.6606305236416343,Family,Budget,11,Rainy,72,Sports Event,66,0,4.2,39,0.5219948780586482,0.7931229304077106,15,City Tour,10.0
3037,0.4579987526156116,0.6316771399365043,0.8166986655976343,0.2357575997510517,Family,Mid-range,3,Sunny,52,Music Festival,60,0,4.4,58,0.0752128170582175,0.049193045835689,31,Cultural Museum Visit,16.0
3038,0.5084992488633737,0.72793736488226,0.5828777867352695,0.4341379527176118,Solo,Budget,7,Rainy,69,Music Festival,93,1,4.5,9,0.5910959521250693,0.4124937810881406,58,Indoor Wellness Retreat,21.0
3039,0.6842462849629246,0.9516072224773297,0.5069072196382934,0.2666033803189556,Business,Budget,11,Sunny,75,Sports Event,46,1,4.6,12,0.5266824027252712,0.7862588435803768,76,Indoor Wellness Retreat,22.0
3040,0.6510540479624671,0.7831972207168978,0.5049721626873458,0.0178337769873124,Couple,Budget,1,Sunny,28,Wellness Expo,59,1,4.6,43,0.1693526738448173,0.7098813232820825,61,Cultural Museum Visit,21.0
3041,0.7499736698777273,0.71076296146765,0.4878296924701635,0.0786995829847581,Business,Budget,12,Sunny,14,Cultural Fair,92,0,4.7,63,0.9719679330834224,0.1363145268916871,55,Cultural Museum Visit,31.0
3042,0.8000444866290726,0.7916064071179625,0.3141745561705114,0.1424673461322017,Solo,Mid-range,7,Rainy,24,Wellness Expo,31,1,4.4,28,0.9928866359743654,0.173837944044765,61,Adventure Trek,28.0
3043,0.0208006537612386,0.8872907463656173,0.8380579622310095,0.946094409773778,Business,Budget,7,Rainy,51,Sports Event,92,1,3.8,84,0.714923028499507,0.5368008825510118,12,Cultural Museum Visit,25.0
3044,0.7351509705093605,0.5827363384187226,0.3380074786026189,0.4815228145894241,Solo,Budget,13,Sunny,83,Music Festival,59,0,4.8,3,0.7558198863414445,0.1355134733575005,97,Spa Package,31.0
3045,0.993845240522488,0.2684174099868486,0.9558296020366382,0.7272407080914386,Family,Mid-range,5,Cloudy,21,Food Carnival,98,1,4.6,9,0.0432057989107198,0.367944304074687,15,City Tour,35.0
3046,0.4156993901399473,0.7686019542660314,0.2907118420453011,0.8456845888217832,Couple,Budget,13,Cloudy,38,Wellness Expo,16,0,3.8,78,0.9417323531253718,0.0996549045634015,71,City Tour,12.0
3047,0.3916513493085911,0.2243314246602205,0.8603176612124748,0.5376746289770108,Business,Mid-range,7,Sunny,90,Wellness Expo,17,0,4.4,57,0.0965342476445884,0.5309322044732777,23,Food Experience,25.0
3048,0.0500740948919155,0.2030488722164097,0.3452492685412933,0.5177273018878819,Business,Mid-range,4,Snowy,97,Cultural Fair,37,1,4.1,71,0.4157823036169434,0.3465519167400951,7,Indoor Wellness Retreat,17.0
3049,0.2866835497656872,0.9896727629608782,0.6244314526027712,0.9330953627753618,Solo,Luxury,13,Sunny,30,Food Carnival,64,1,4.2,39,0.3250441386533117,0.656557775940802,85,Spa Package,19.0
3050,0.4392573092812964,0.1385638358954323,0.4923529260825565,0.2271123795984263,Family,Luxury,6,Cloudy,95,Sports Event,20,1,4.4,75,0.190875076824796,0.532163332022071,27,City Tour,22.0
3051,0.3228447711316784,0.3425971984217553,0.1215038207123594,0.9991825819480497,Business,Mid-range,7,Cloudy,61,Music Festival,36,0,4.2,13,0.2171309109944917,0.364337079122056,48,Adventure Trek,17.0
3052,0.7200395474655265,0.476806269598619,0.0656435644212588,0.0936060858235973,Family,Mid-range,2,Sunny,12,Food Carnival,55,1,4.3,60,0.295787882455039,0.3159421132522443,38,Indoor Wellness Retreat,28.0
3053,0.0055811025853585,0.587993420297355,0.1932772193655134,0.6520520020889895,Business,Mid-range,5,Sunny,96,Cultural Fair,40,0,4.2,15,0.5192923826496554,0.8103157329345527,26,Food Experience,21.0
3054,0.9077753484320632,0.7604090091336783,0.2739786265296046,0.6068099993889333,Couple,Mid-range,9,Snowy,44,Food Carnival,7,1,3.8,59,0.792351827530301,0.0959138237447242,6,Adventure Trek,16.0
3055,0.5057709322690361,0.7297029865481759,0.863127164794764,0.9292252249199324,Couple,Mid-range,9,Snowy,97,Wellness Expo,75,1,4.8,84,0.9694780014949528,0.0165762691601171,50,Indoor Wellness Retreat,28.0
3056,0.2336226878740979,0.8597950089737372,0.4549065959540291,0.0332591024747436,Family,Budget,9,Cloudy,77,Wellness Expo,73,0,3.5,63,0.3808457979988283,0.8627579014027814,52,Adventure Trek,22.0
3057,0.5422900206997373,0.8741828150554055,0.244121774088911,0.3398092371392957,Couple,Budget,1,Sunny,98,Music Festival,21,0,3.9,88,0.1688044246114748,0.4145086750593987,4,City Tour,32.0
3058,0.6093543813305555,0.8305335401638022,0.9915556116586818,0.6066539419801559,Business,Mid-range,12,Sunny,70,Food Carnival,94,1,4.2,55,0.2137149233515595,0.1851277705288675,80,Food Experience,21.0
3059,0.091759421641504,0.9206147492845193,0.6540642602568575,0.593088380095799,Solo,Budget,5,Cloudy,16,Cultural Fair,85,1,4.5,82,0.0924532007228029,0.6821194486702301,14,City Tour,33.0
3060,0.6471828747621866,0.3982865393219498,0.9735126626695572,0.2436436180447789,Solo,Budget,3,Snowy,50,Wellness Expo,48,1,3.8,49,0.005726572388162,0.89237802923391,60,Indoor Wellness Retreat,28.0
3061,0.3729931864902394,0.1153292627987331,0.3572828274906531,0.8754164718983919,Solo,Luxury,2,Sunny,23,Music Festival,59,1,3.6,61,0.4653081560245393,0.4005472630644535,87,Indoor Wellness Retreat,14.0
3062,0.1773832741060181,0.5895742283434646,0.6091191224588566,0.5628359880974882,Family,Budget,2,Sunny,26,Wellness Expo,17,1,3.9,96,0.8576811504277372,0.3918956154146815,52,Indoor Wellness Retreat,28.0
3063,0.8354781715344218,0.5818877082879209,0.4495393884397237,0.1662498585071549,Family,Mid-range,11,Rainy,0,Food Carnival,9,0,4.1,63,0.9652545302984726,0.140544886193116,11,Food Experience,11.0
3064,0.2798729465696981,0.8692980926987074,0.5325045528328548,0.3815950716655295,Couple,Budget,13,Rainy,63,Wellness Expo,80,1,3.6,66,0.9163743015003292,0.8252705443411696,61,Spa Package,36.0
3065,0.0461178685484143,0.6327165938824916,0.9487621719897829,0.6330336924769729,Family,Mid-range,7,Cloudy,4,Sports Event,79,1,4.0,9,0.9343004210039102,0.7146387775197286,9,Adventure Trek,19.0
3066,0.1855212501760538,0.5943327723800206,0.0113725233483721,0.7188370228237506,Family,Budget,13,Cloudy,2,Music Festival,45,1,5.0,86,0.8878819008197442,0.5540561851081598,88,Cultural Museum Visit,26.0
3067,0.985824724200265,0.4964287854415071,0.3916956793688654,0.5471484211162264,Business,Mid-range,11,Rainy,7,Sports Event,19,0,4.3,19,0.2560570903017116,0.7345040373498518,67,Indoor Wellness Retreat,32.0
3068,0.4960741145053526,0.6731774206513395,0.0992958701255204,0.2533998839685724,Business,Mid-range,13,Snowy,93,Food Carnival,44,0,4.9,60,0.6178006578312119,0.8609681966541795,13,Cultural Museum Visit,29.0
3069,0.7979715683814317,0.4636981396717045,0.857448003022422,0.7398962643688074,Family,Mid-range,4,Rainy,37,Music Festival,91,1,3.9,30,0.3399190298142329,0.1495941584339865,31,Adventure Trek,11.0
3070,0.3478173038793888,0.707802790335133,0.7989136082392354,0.8282802131343787,Business,Mid-range,4,Rainy,88,Music Festival,19,1,4.3,64,0.0074798276704197,0.1995444908823551,58,Spa Package,14.0
3071,0.1579811271135243,0.0885907485037251,0.3470606366646664,0.8136896915068896,Family,Budget,14,Rainy,41,Sports Event,34,0,4.0,84,0.5083888175737559,0.9668681548877572,0,Indoor Wellness Retreat,39.0
3072,0.539281776564448,0.8602358286616361,0.3379568510818572,0.2675148800062804,Business,Luxury,4,Sunny,10,Food Carnival,36,1,4.8,59,0.7848943195651287,0.2597287798083439,72,Adventure Trek,10.0
3073,0.3620062697139461,0.1813462428410813,0.9870477299325576,0.8757817956654969,Solo,Budget,7,Cloudy,70,Cultural Fair,26,1,3.6,6,0.0684318250881611,0.0918154312006906,34,City Tour,39.0
3074,0.0083798898983005,0.5715119131199974,0.971474679528866,0.4933685058680204,Solo,Budget,2,Sunny,77,Cultural Fair,63,1,3.8,86,0.1864834220884209,0.5976921054457099,12,Cultural Museum Visit,30.0
3075,0.99382082429634,0.1338332391283295,0.1747390860599279,0.1491280677830243,Business,Luxury,10,Rainy,44,Music Festival,90,1,4.1,45,0.4914861221460491,0.8489021032227835,92,Food Experience,12.0
3076,0.8586327976898441,0.4275743318871725,0.7612787626860592,0.8281016874281121,Couple,Luxury,6,Rainy,44,Sports Event,17,1,4.5,76,0.8662619856434198,0.8033383115929591,94,Indoor Wellness Retreat,26.0
3077,0.566661458433706,0.7550131879005474,0.922212034469329,0.9728361603101096,Business,Budget,11,Sunny,80,Food Carnival,21,0,4.7,91,0.6852933488560102,0.5897523888779833,70,Food Experience,18.0
