guest_id,spa_affinity_score,adventure_affinity_score,culture_affinity_score,dining_affinity_score,travel_type,budget_segment,stay_duration_days,weather_condition,temparature,rain_probability,event_category,event_popularity_score,event_indoor_flag,attraction_rating,seasonal_tourism_index,weather_activity_match,event_preference_alignment,overall_experience_score,recommended_experience,temperature
2517,0.6718031383003292,0.5621448509843445,0.7765221151490652,0.06406601253746913,Solo,Budget,1,Sunny,,15,Wellness Expo,41,1,4.9,25,0.5841226849203744,0.6912642077189206,30,City Tour,21.0
2518,0.09121564832684281,0.04606441483787105,0.7382515638787356,0.09136846208846394,Family,Mid-range,2,Snowy,,38,Music Festival,10,0,3.6,73,0.0572498923763185,0.09863132670584418,49,Indoor Wellness Retreat,16.0
2519,0.03165813916741089,0.9527224116073324,0.5939435397071138,0.2587158266586609,Business,Luxury,8,Cloudy,,72,Cultural Fair,83,1,4.4,15,0.4187866554335973,0.05275266074510043,72,Cultural Museum Visit,14.0
2520,0.8626131078810075,0.033097805113701084,0.9541277126061162,0.551492172056115,Family,Budget,13,Sunny,,32,Food Carnival,71,1,4.4,73,0.5919445019928298,0.7887938332961026,63,Adventure Trek,13.0
2521,0.6879607923594867,0.6884058685113936,0.7442835279403154,0.5814895634421257,Solo,Budget,11,Rainy,,32,Sports Event,32,1,4.8,50,0.41479849158888793,0.26849103978168454,33,City Tour,11.0
2522,0.21158792774928192,0.379413254844714,0.9449632715494227,0.4822771248053952,Solo,Mid-range,5,Sunny,,2,Music Festival,78,1,4.9,92,0.22122322811020068,0.3967620077735676,77,Cultural Museum Visit,26.0
2523,0.6169901011351488,0.8418622405160243,0.7652266371195319,0.3021488591116822,Business,Luxury,13,Rainy,,9,Food Carnival,37,0,4.0,6,0.9959183379952975,0.7961657382950602,57,Cultural Museum Visit,38.0
2524,0.3922808170091491,0.003974118969663154,0.22814690265602378,0.8165772820008464,Couple,Mid-range,12,Snowy,,65,Music Festival,73,1,3.5,68,0.35425056589275195,0.34671720570541487,17,Adventure Trek,36.0
2525,0.04399279200909789,0.9580710820241546,0.7761034403299822,0.3335885184334142,Business,Luxury,8,Sunny,,73,Food Carnival,66,1,4.1,80,0.717730936292928,0.10949380140986564,78,Indoor Wellness Retreat,34.0
2526,0.01637185999432822,0.8494505752332278,0.9545482592841359,0.024712224814095074,Couple,Budget,3,Cloudy,,34,Sports Event,47,0,4.1,39,0.8635730342688673,0.03736162123995035,8,Spa Package,32.0
2527,0.29798615556857755,0.15611522824839963,0.516878176646546,0.6476332082924247,Family,Budget,5,Sunny,,80,Sports Event,57,0,4.5,65,0.3508893674443071,0.6646241478029233,97,City Tour,22.0
2528,0.46341504785917187,0.9905659349385547,0.8358906828584546,0.39030942596576923,Couple,Luxury,13,Snowy,,25,Sports Event,28,0,4.0,72,0.4254872363163106,0.542493233130677,90,Food Experience,21.0
2529,0.6525564327496957,0.8083789859400466,0.022054265385780814,0.28572965461579247,Business,Mid-range,10,Snowy,,91,Cultural Fair,29,0,4.9,3,0.44591544473207334,0.26852679145860125,56,Food Experience,25.0
2530,0.07783991461558204,0.3640372825321144,0.5314821786044494,0.02641456019563604,Business,Mid-range,12,Sunny,,3,Food Carnival,62,0,4.9,26,0.06672042873684525,0.6672555362972437,15,Indoor Wellness Retreat,17.0
2531,0.4274276420973194,0.4962381469082593,0.14024333513142706,0.685296758738172,Family,Budget,5,Rainy,,43,Wellness Expo,47,0,4.2,11,0.8511415052211646,0.3385589866793004,49,Spa Package,18.0
2532,0.7604505833556096,0.7839270514518385,0.3088147252482879,0.38462549856064243,Family,Mid-range,9,Sunny,,10,Cultural Fair,44,1,4.4,74,0.19406390878181534,0.546279141228543,7,Food Experience,11.0
2533,0.6498184093346915,0.6752723095930379,0.049644357091064184,0.5562733619904779,Family,Budget,14,Sunny,,51,Wellness Expo,44,1,4.0,34,0.08339419566437534,0.13715995213424337,37,Food Experience,16.0
2534,0.6621023995561802,0.10520420287251486,0.32593792836812974,0.6385467289644217,Business,Luxury,8,Sunny,,19,Sports Event,36,1,3.5,40,0.7656839264655897,0.5461345906815683,5,Adventure Trek,33.0
2535,0.8186694443627027,0.3195507898600741,0.20568603356395287,0.23497691075109528,Business,Luxury,11,Snowy,,61,Wellness Expo,74,1,5.0,85,0.5016943763417366,0.057899365562345206,83,Cultural Museum Visit,24.0
2536,0.9152652936022982,0.22469625198226217,0.7777685315711517,0.3875245482205598,Couple,Budget,5,Cloudy,,50,Sports Event,12,1,3.8,59,0.9620585458963595,0.7034904092086772,56,Food Experience,34.0
2537,0.7907965178880001,0.953620658546466,0.8073411511198268,0.007966971156897928,Couple,Budget,5,Sunny,,57,Food Carnival,61,0,4.9,60,0.8009102438549477,0.5676760956460628,35,Indoor Wellness Retreat,23.0
2538,0.7234015525220776,0.506554535633999,0.7335226479201644,0.6008733627764744,Couple,Mid-range,6,Snowy,,93,Sports Event,52,1,3.8,36,0.8557320967840533,0.7988158521947898,67,Spa Package,17.0
2539,0.13253996475261554,0.40595253241692353,0.8624815526563134,0.6754447248320647,Couple,Luxury,6,Snowy,,40,Food Carnival,43,1,4.7,60,0.08744509327033956,0.6331696515952154,25,Spa Package,21.0
2540,0.38017804387648,0.7677252289420372,0.5727309408464828,0.535755681666137,Business,Budget,7,Rainy,,67,Wellness Expo,0,1,4.6,86,0.08986292370813309,0.1961208024019656,77,Indoor Wellness Retreat,12.0
2541,0.8469398446867927,0.7966916239044914,0.6082934831920956,0.2736396327889845,Family,Budget,11,Cloudy,,18,Cultural Fair,88,0,3.9,84,0.21407948571061497,0.1668856713897735,41,Indoor Wellness Retreat,23.0
2542,0.8988540420565599,0.32173415980999,0.7541937020669995,0.7780487547521164,Family,Mid-range,2,Cloudy,,85,Food Carnival,77,0,3.9,23,0.58641630976763,0.8219736683651538,54,City Tour,13.0
2543,0.5456775390919265,0.029898596801702593,0.4029549183397392,0.5391139088436345,Solo,Luxury,13,Rainy,,98,Music Festival,66,1,4.5,48,0.7123647802976486,0.8024867473413883,20,Cultural Museum Visit,11.0
2544,0.6968316759144447,0.45918785021308184,0.005073879111359592,0.19260170770941332,Solo,Budget,14,Cloudy,,16,Cultural Fair,55,1,4.9,43,0.744841758802758,0.14187120562012323,75,Indoor Wellness Retreat,37.0
2545,0.4888362930190838,0.36447984447075055,0.7184148634345239,0.19778633444148508,Solo,Luxury,5,Cloudy,,2,Cultural Fair,54,1,3.7,12,0.9884717251118577,0.6261729357937018,32,Cultural Museum Visit,24.0
2546,0.6326880991664595,0.23001872416731284,0.7255176784748991,0.6864282554163433,Business,Budget,5,Cloudy,,50,Cultural Fair,78,0,3.9,7,0.47133514330604076,0.7042019843061771,18,City Tour,13.0
2547,0.7237371083323535,0.349806617098268,0.6895200383775656,0.8181082204337247,Family,Budget,9,Sunny,,88,Cultural Fair,94,0,3.6,54,0.10098782608469437,0.25121648688577347,84,City Tour,23.0
2548,0.9226256453822141,0.15300506149949888,0.7277183922319312,0.021803286532877664,Solo,Luxury,4,Sunny,,90,Food Carnival,50,1,4.6,59,0.6091300112307565,0.43448826383463635,1,Cultural Museum Visit,29.0
2549,0.33809698064922955,0.357049005314268,0.475599668986075,0.6684670894426106,Solo,Budget,8,Rainy,,83,Music Festival,98,0,4.4,97,0.2997002169827724,0.8319717136518565,90,Food Experience,38.0
2550,0.5994750320858617,0.5773049647802785,0.10336644294795438,0.5461062469099465,Couple,Luxury,5,Rainy,,79,Wellness Expo,28,1,3.6,12,0.346735178210117,0.7139033137458821,25,Adventure Trek,31.0
2551,0.9094643512984152,0.4276671734667008,0.543686236745195,0.16794789987362646,Couple,Budget,7,Rainy,,98,Music Festival,27,1,3.8,92,0.21007330781227518,0.01903973061372366,21,Cultural Museum Visit,39.0
2552,0.6710733796417163,0.7339854401177787,0.9392122775722783,0.35585732867701325,Family,Budget,2,Sunny,,33,Music Festival,27,0,4.6,25,0.25504664300155333,0.9057441457663046,59,Food Experience,19.0
2553,0.9401816972114228,0.030308974255261245,0.9498331530592864,0.04190809718376565,Business,Budget,9,Rainy,,8,Music Festival,87,1,4.2,47,0.3665045573124618,0.2829323394089549,86,Indoor Wellness Retreat,22.0
2554,0.10666639556912216,0.11542056041241155,0.4539636574425784,0.6645918867998808,Family,Budget,5,Snowy,,29,Cultural Fair,9,0,4.5,31,0.0016938206464180983,0.5182953932047455,92,Adventure Trek,35.0
2555,0.3732047547948756,0.6505242143743458,0.5317296252197274,0.7071352322130057,Couple,Luxury,6,Snowy,,89,Food Carnival,3,1,3.7,49,0.4521694952658307,0.9041748995873673,33,City Tour,20.0
2556,0.006234593112243503,0.6988445878010638,0.6593637980930487,0.5546963663513548,Couple,Mid-range,2,Cloudy,,22,Wellness Expo,29,1,3.7,14,0.915073856850783,0.8002597858050902,46,Adventure Trek,25.0
2557,0.7150653587743028,0.6237342382117517,0.49398606901597664,0.5873837214453029,Family,Luxury,13,Cloudy,,73,Sports Event,11,0,4.7,67,0.40919798922346984,0.24979006275881865,21,Adventure Trek,26.0
2558,0.8560808797711309,0.9911829688029644,0.3010537882303156,0.013427260779047656,Family,Luxury,8,Cloudy,,86,Wellness Expo,7,0,3.9,96,0.6174713133806563,0.5571437822221373,97,Indoor Wellness Retreat,36.0
2559,0.601837907948794,0.5424823987234685,0.32914037316562594,0.2090140361651186,Business,Mid-range,10,Rainy,,56,Music Festival,55,0,4.8,52,0.9022764050769019,0.4736457049863556,80,Indoor Wellness Retreat,17.0
2560,0.7197581340129284,0.7141049543286605,0.597920401346644,0.15952858090825817,Business,Budget,6,Snowy,,72,Wellness Expo,1,0,3.8,65,0.21524681993818895,0.5872198657914967,37,Food Experience,33.0
2561,0.17154656314190497,0.06343278347327519,0.7497000268701735,0.7415275521323079,Solo,Budget,12,Snowy,,6,Sports Event,53,1,4.2,36,0.41535484561414027,0.15556884244693758,55,Cultural Museum Visit,25.0
2562,0.46910842691721477,0.8606243934697558,0.3144826392668951,0.8768574768963463,Business,Budget,3,Sunny,,90,Wellness Expo,90,0,4.9,80,0.7366390545956222,0.12864339771758404,80,City Tour,12.0
2563,0.6851089877315722,0.3765483731514221,0.4470392455487482,0.31712823587964845,Business,Budget,6,Snowy,,18,Cultural Fair,46,1,4.7,17,0.5301476520879299,0.783411113373467,42,City Tour,35.0
2564,0.22719591144933537,0.32693429403035656,0.24514864947696513,0.5784175988459214,Solo,Mid-range,8,Snowy,,80,Sports Event,52,1,3.9,79,0.33965813912839893,0.811317225421241,44,Cultural Museum Visit,10.0
2565,0.28718667114568375,0.38304999190437794,0.198095754049335,0.507153504664468,Couple,Budget,1,Snowy,,6,Sports Event,47,1,4.0,81,0.7174331118050681,0.6558971225911153,9,Cultural Museum Visit,31.0
2566,0.11773105664895689,0.572850391354744,0.04213036312955576,0.723324189097263,Solo,Luxury,7,Rainy,,90,Wellness Expo,53,0,3.9,85,0.35884517956718676,0.18753942053165285,29,Indoor Wellness Retreat,18.0
2567,0.8195257933948717,0.4506621767436133,0.43476406044635385,0.3622348667902585,Couple,Mid-range,1,Cloudy,,63,Sports Event,76,1,4.6,83,0.8989562271680459,0.806694770386935,52,Food Experience,37.0
2568,0.5784714482496637,0.5490241140972418,0.11025695855175344,0.8736163530231157,Solo,Budget,13,Snowy,,45,Cultural Fair,96,0,3.6,71,0.6863352007302681,0.5733016373936609,94,Adventure Trek,22.0
2569,0.1216291506659507,0.7774932190055787,0.777082662835873,0.10835012379566067,Family,Luxury,7,Rainy,,16,Cultural Fair,62,1,4.5,82,0.9969507568826566,0.893431487171784,54,Indoor Wellness Retreat,34.0
2570,0.47172821458881264,0.06811787820273763,0.4180929427279201,0.6646867760739703,Couple,Luxury,11,Sunny,,85,Food Carnival,60,0,3.5,24,0.08985915390485444,0.849733707046188,13,City Tour,39.0
2571,0.332104818978014,0.5492296184366096,0.9110367527444482,0.530904148230124,Family,Mid-range,9,Sunny,,51,Music Festival,58,0,4.5,78,0.5542823190707188,0.2308657088290934,11,Adventure Trek,10.0
2572,0.5726230808864667,0.41206665030969447,0.616346485971934,0.9466240021489293,Couple,Luxury,7,Sunny,,79,Wellness Expo,27,1,4.8,52,0.9721551092431903,0.8046674316810563,24,City Tour,29.0
2573,0.6813641559315007,0.030918214242461994,0.3086699968980775,0.8439544848324887,Couple,Budget,5,Sunny,,43,Wellness Expo,23,0,4.9,58,0.5211312625498722,0.05735053780811128,24,Food Experience,20.0
2574,0.9667071729301784,0.6238270660739682,0.2802390583754928,0.38799334448386835,Couple,Mid-range,9,Snowy,,47,Cultural Fair,60,0,3.6,56,0.7879777981537207,0.2741160324743468,28,Spa Package,30.0
2575,0.9560606788097046,0.9701691607539988,0.690952645019695,0.5603541947915356,Family,Mid-range,5,Cloudy,,71,Food Carnival,83,1,3.9,52,0.6714459820860235,0.18525351685250258,81,Indoor Wellness Retreat,32.0
2576,0.9732807274716925,0.4305776088532607,0.798689185174164,0.15049424206550088,Business,Mid-range,9,Sunny,,51,Cultural Fair,97,1,4.1,95,0.7401687832303717,0.5917632721662283,21,Indoor Wellness Retreat,19.0
2577,0.43625560987597356,0.7016452762526991,0.21316447124822513,0.35513844893214264,Family,Mid-range,4,Cloudy,,27,Wellness Expo,42,1,4.1,17,0.40559201020290236,0.022728387067045275,17,Food Experience,29.0
2578,0.905643527335696,0.3136596929892199,0.2969293722995845,0.07883383712369352,Couple,Mid-range,6,Sunny,,0,Music Festival,18,1,3.9,18,0.40351531982564703,0.7695865399095961,30,Spa Package,16.0
2579,0.5933710515879941,0.004581167378652995,0.8237680537478278,0.9262318022969452,Solo,Budget,3,Sunny,,24,Sports Event,4,0,4.7,16,0.7294309283421406,0.5740536540406502,90,City Tour,24.0
2580,0.9497037561310626,0.8215604351150623,0.3566096931027197,0.48931935606185195,Family,Luxury,1,Rainy,,77,Sports Event,74,0,4.3,45,0.6235859957828984,0.07955271189465896,33,Cultural Museum Visit,11.0
2581,0.6607828179108923,0.550540714930252,0.5876748616275677,0.875396006838717,Solo,Budget,1,Snowy,,99,Music Festival,3,1,3.9,99,0.435958802735969,0.9281791889853753,20,Spa Package,28.0
2582,0.5091488609883182,0.5182078933750999,0.6722981149537668,0.4881559994652023,Family,Mid-range,9,Snowy,,90,Cultural Fair,34,0,4.6,80,0.7172486659125007,0.7015566899675612,44,Spa Package,24.0
2583,0.6279401052877398,0.6986961269297586,0.7257503610770141,0.21554485249750266,Business,Mid-range,10,Snowy,,93,Cultural Fair,87,0,4.7,85,0.6807239609511504,0.6242172344489487,28,City Tour,15.0
2584,0.5134425801374115,0.10099079366455788,0.056008027745712896,0.7219632858536564,Family,Luxury,11,Rainy,,94,Cultural Fair,40,0,4.0,71,0.8658614925704711,0.6632397359765311,53,City Tour,28.0
2585,0.07874871092877966,0.985648425363476,0.6544084526288624,0.36397909059110123,Business,Luxury,3,Snowy,,2,Sports Event,52,1,3.9,50,0.1278430551896791,0.7889982443140482,72,Food Experience,25.0
2586,0.055250398207432716,0.30623501278065224,0.805123548821689,0.5099771786182541,Couple,Luxury,14,Rainy,,29,Cultural Fair,19,1,4.5,30,0.4342449208500564,0.5975392317779019,27,City Tour,20.0
2587,0.5754597657182362,0.41000636362745546,0.22012159871496917,0.791622570695706,Family,Mid-range,14,Sunny,,55,Cultural Fair,22,0,4.8,38,0.6422052329514313,0.6803458614774545,44,Food Experience,10.0
2588,0.04174498897391765,0.8925518731975954,0.08129528195986979,0.8316624078256174,Couple,Budget,7,Sunny,,96,Food Carnival,26,0,4.2,21,0.9384388426137625,0.755024751543644,95,Cultural Museum Visit,26.0
2589,0.8751026211663613,0.958729026873776,0.15733799299412,0.49281486302670363,Solo,Budget,3,Rainy,,69,Food Carnival,74,0,4.6,35,0.11565783132477614,0.7513555778217469,19,Spa Package,31.0
2590,0.10705589878976429,0.3188497244601527,0.6225424035384506,0.2756250433098453,Business,Mid-range,2,Sunny,,67,Sports Event,15,0,4.8,7,0.9905560702518158,0.6979987331176274,97,Adventure Trek,13.0
2591,0.5546652031600916,0.12147582994477091,0.05117006804519664,0.003150497563692789,Couple,Luxury,4,Sunny,,36,Wellness Expo,26,0,3.5,50,0.13478117188488659,0.141219284526101,6,Food Experience,23.0
2592,0.4716726833210281,0.8013661353176389,0.5997630069507847,0.07719969073147015,Solo,Mid-range,4,Rainy,,57,Wellness Expo,54,1,4.3,1,0.5206085110476416,0.45483391539895024,26,Indoor Wellness Retreat,21.0
2593,0.34039839952763895,0.21858649628148408,0.3811408666105468,0.5396994521215096,Family,Luxury,8,Rainy,,59,Music Festival,34,1,5.0,27,0.10226591629162929,0.1609614665118939,68,City Tour,17.0
2594,0.8064930766644597,0.40017437688461976,0.597868657598834,0.10868168587922988,Solo,Mid-range,2,Snowy,,23,Music Festival,71,0,4.1,68,0.6676286108165286,0.068149482200622,78,Spa Package,31.0
2595,0.7375658054827856,0.5308227498114652,0.7288890604622887,0.6940915772830393,Business,Mid-range,1,Snowy,,29,Music Festival,93,1,4.3,97,0.8111051646513414,0.24389103411792412,72,Cultural Museum Visit,32.0
2596,0.3471546422661882,0.9836967849204319,0.3925180501992772,0.8502065406610136,Couple,Budget,3,Sunny,,18,Sports Event,63,1,4.6,64,0.7788971327669577,0.5744826271520846,35,Spa Package,29.0
2597,0.9159512704717137,0.9126789075755319,0.5576647739566218,0.4418676319374969,Solo,Luxury,12,Snowy,,41,Music Festival,43,0,4.9,58,0.4227614911572538,0.6739208638715987,87,Cultural Museum Visit,20.0
2598,0.7358839757421062,0.7212903665306667,0.2973724319772001,0.019335766470372495,Family,Budget,5,Snowy,,49,Cultural Fair,8,1,3.8,18,0.8701855888939053,0.7770318888797415,55,Spa Package,21.0
2599,0.16655756418977785,0.6523658890643104,0.12334259387760427,0.8876468814071262,Couple,Mid-range,13,Cloudy,,8,Wellness Expo,54,1,4.1,75,0.7592133155183143,0.6371860091944198,17,Spa Package,25.0
2600,0.12073443358403213,0.6971492049476069,0.21965975340703625,0.3370450441189029,Family,Luxury,6,Snowy,,28,Food Carnival,95,0,3.7,4,0.7221124898293841,0.412216369844564,43,Cultural Museum Visit,10.0
2601,0.7369258061842795,0.27664241931659206,0.5104978321094258,0.4639794612569571,Family,Luxury,4,Rainy,,89,Sports Event,34,0,4.8,58,0.2578578030546097,0.9066854236635131,10,Adventure Trek,25.0
2602,0.6870192284316593,0.30830552651007603,0.40962198704644803,0.8133614747059033,Couple,Mid-range,2,Sunny,,73,Sports Event,12,1,5.0,27,0.5747404373566491,0.3620445166661408,27,Adventure Trek,38.0
2603,0.011218745292482457,0.058444254934654105,0.193851915109987,0.7816654875654998,Couple,Budget,10,Rainy,,51,Music Festival,44,0,4.2,95,0.6327912359577585,0.3705409980306362,68,Spa Package,21.0
2604,0.6969258644016995,0.6348681509412334,0.1443320253432825,0.024111596099097632,Couple,Mid-range,2,Rainy,,46,Food Carnival,13,1,3.5,95,0.39919626367286365,0.5780131788127673,10,Adventure Trek,17.0
2605,0.029981431150591598,0.23618054729153315,0.8623702344213398,0.2560943023548319,Business,Budget,2,Snowy,,60,Wellness Expo,51,0,4.6,47,0.6153624483518245,0.16610576923098108,8,Indoor Wellness Retreat,20.0
2606,0.7562469283047842,0.5958960772639743,0.44621688332397136,0.8286449270391795,Solo,Luxury,6,Rainy,,98,Wellness Expo,57,1,4.6,92,0.10544802448286394,0.9436864781359581,97,Indoor Wellness Retreat,33.0
2607,0.303352939752738,0.11848563563698122,0.42745816611031173,0.47984044733587294,Couple,Budget,1,Rainy,,68,Music Festival,78,0,4.5,45,0.7515622926018205,0.06499353973074062,4,Spa Package,20.0
2608,0.7147626963630117,0.9291513102733757,0.8070859099903299,0.8325454088605581,Family,Luxury,12,Sunny,,86,Music Festival,98,1,4.6,29,0.49768894202080727,0.33356546742531146,93,Adventure Trek,38.0
2609,0.607283717645853,0.5062794868965401,0.879808068299759,0.34970820515659695,Family,Budget,12,Sunny,,17,Wellness Expo,38,0,4.5,45,0.7222214588188618,0.6377870700263036,46,Indoor Wellness Retreat,27.0
2610,0.451167486286408,0.02254698965889168,0.851155408768634,0.18576062446719177,Business,Luxury,6,Cloudy,,26,Cultural Fair,14,0,4.9,8,0.16104012237117737,0.016669388134451957,75,Food Experience,37.0
2611,0.012311987487293119,0.2268587004902628,0.0024059028678750094,0.4951311978551053,Family,Mid-range,6,Rainy,,89,Cultural Fair,18,0,3.7,17,0.35170109165761565,0.8494411498831651,40,Indoor Wellness Retreat,19.0
2612,0.7186995245105878,0.27672944461142657,0.3212620338504705,0.7623631564226045,Business,Mid-range,14,Cloudy,,16,Food Carnival,35,1,4.5,2,0.7710968965111663,0.33025956712104776,9,City Tour,17.0
2613,0.3399269996515655,0.8711296487040289,0.042570363494966124,0.902549344333885,Solo,Luxury,13,Snowy,,20,Wellness Expo,87,1,3.7,44,0.7789111655683866,0.8171674751044721,76,Cultural Museum Visit,18.0
2614,0.992757693878199,0.8462816129971377,0.5855946942422576,0.2390325247376427,Business,Mid-range,7,Snowy,,55,Wellness Expo,62,1,4.7,78,0.8072972745595474,0.8077823219935225,35,Adventure Trek,39.0
2615,0.24376130922064398,0.030482650639535147,0.2981602295483907,0.8772371278568244,Solo,Budget,4,Cloudy,,44,Food Carnival,49,1,4.8,84,0.9217853976421021,0.9798126862205075,75,Spa Package,26.0
2616,0.286035911329128,0.15285199687796258,0.8864433076939429,0.3974361961781948,Solo,Luxury,9,Cloudy,,51,Sports Event,69,0,4.1,4,0.975334791687396,0.4345379469106886,40,Spa Package,33.0
2617,0.14587350820120837,0.8156809786844419,0.052658954211430076,0.7601729289911757,Couple,Mid-range,9,Cloudy,,68,Cultural Fair,57,1,4.4,27,0.1630031806237786,0.29611770650506297,78,City Tour,29.0
2618,0.05590710285523515,0.4457039170943229,0.22953650381608792,0.6621755239785837,Business,Luxury,2,Cloudy,,22,Food Carnival,83,1,3.8,58,0.7601409598481134,0.7238493752997304,49,Cultural Museum Visit,33.0
2619,0.8608927446231415,0.702288536966232,0.23066956133757366,0.5206706854929148,Business,Luxury,12,Cloudy,,32,Cultural Fair,93,1,4.0,5,0.6651617215121955,0.9328097338612747,81,Cultural Museum Visit,11.0
2620,0.8163761487661827,0.01679826179157229,0.2216365028448808,0.9330198909188901,Solo,Mid-range,10,Rainy,,2,Food Carnival,3,0,4.5,80,0.512735201039866,0.04120222248246397,59,Food Experience,32.0
2621,0.8080619982025455,0.8459079578329851,0.9083125024663873,0.2192790286602302,Couple,Budget,9,Sunny,,37,Sports Event,85,0,4.1,22,0.04470398270109199,0.8430593955006618,65,Adventure Trek,15.0
2622,0.6841310827840466,0.0331103689550013,0.21831659037028706,0.7634479253031027,Family,Luxury,4,Sunny,,89,Sports Event,52,1,4.3,19,0.7014519379664994,0.8104565653139224,81,Cultural Museum Visit,14.0
2623,0.5633491797060844,0.9715813423805266,0.5044916998874848,0.398403366226301,Business,Budget,6,Cloudy,,45,Food Carnival,40,1,3.8,93,0.4268147267557735,0.6986042243130934,73,Food Experience,22.0
2624,0.8704085011290111,0.03545825298668115,0.7006336874838882,0.5020217260232176,Solo,Budget,5,Sunny,,41,Music Festival,21,1,4.0,17,0.06982503802235274,0.009808662396190715,97,Food Experience,20.0
2625,0.26827040358244336,0.10321385473211664,0.8008116075786297,0.10399552478396135,Solo,Mid-range,7,Sunny,,63,Music Festival,89,0,4.0,36,0.2662803290752158,0.25724487294697496,82,City Tour,19.0
2626,0.41067227190607847,0.5982475026011365,0.8739992047874628,0.41846361953326117,Couple,Mid-range,10,Sunny,,22,Sports Event,50,1,4.8,95,0.3408827619976872,0.10121501536189692,51,Food Experience,37.0
2627,0.4736483215687832,0.17031416178132963,0.07716222236684289,0.025987815366135036,Business,Luxury,7,Sunny,,29,Cultural Fair,93,1,4.1,86,0.09578548398730014,0.9906437936014066,25,Spa Package,15.0
2628,0.4169890454458045,0.917992469776376,0.9424808733420791,0.8944602532090267,Business,Mid-range,11,Rainy,,34,Sports Event,1,1,4.7,64,0.411464364021492,0.5405809788548965,1,Cultural Museum Visit,19.0
2629,0.2535537181434673,0.8425148768635994,0.049020639205706984,0.7778745288148123,Solo,Luxury,12,Rainy,,83,Wellness Expo,94,0,3.5,11,0.3690299837797407,0.5821926171755645,53,Indoor Wellness Retreat,23.0
2630,0.3975091640565618,0.7493013246853117,0.29420491939948545,0.9829036336450484,Business,Budget,6,Cloudy,,68,Food Carnival,38,1,3.7,84,0.2926809209801011,0.04077445223815812,49,Food Experience,26.0
2631,0.15506583039865585,0.02459678707087043,0.9649686840568507,0.37194681542139363,Family,Budget,10,Cloudy,,7,Sports Event,58,1,4.5,66,0.04664811419213022,0.48503384564718166,52,Spa Package,36.0
2632,0.7267292215388967,0.3453231702593461,0.5249991710776617,0.9906147561771811,Solo,Budget,11,Snowy,,60,Cultural Fair,70,1,3.6,85,0.7673090700522912,0.4910003958385072,79,City Tour,32.0
2633,0.9491481071237531,0.9047593840753697,0.2669955605673976,0.2812913222768746,Solo,Luxury,6,Cloudy,,24,Music Festival,82,1,3.7,78,0.43018898286142737,0.5059180730460254,79,Cultural Museum Visit,29.0
2634,0.7898979476669385,0.7341027152230395,0.8956617518062328,0.3106923073517899,Solo,Luxury,6,Sunny,,15,Food Carnival,49,1,4.9,89,0.9298383876106869,0.6925519046594507,36,Indoor Wellness Retreat,35.0
2635,0.16217111101949333,0.22829241274308176,0.9419520771199129,0.7285740436907442,Family,Mid-range,6,Sunny,,88,Music Festival,35,0,4.5,16,0.17714527766853994,0.24133618730380169,90,Spa Package,32.0
2636,0.5452394663493519,0.9591265510198507,0.9274814201220066,0.5172005536445031,Family,Mid-range,3,Rainy,,70,Food Carnival,41,0,3.9,1,0.016045184380653388,0.4852884416673562,74,Adventure Trek,10.0
2637,0.9576839793441404,0.6789965882885723,0.5218293571802094,0.7023254731700379,Couple,Luxury,3,Snowy,,50,Food Carnival,20,0,3.6,49,0.04905192690927451,0.8231979268377059,7,Food Experience,19.0
2638,0.1877497538361057,0.6821633406482877,0.34841360510191843,0.7461067224588904,Couple,Luxury,9,Snowy,,52,Food Carnival,38,0,4.2,50,0.936138402131995,0.6053976778467126,81,City Tour,14.0
2639,0.7226376833847624,0.6051744013724096,0.35831626794257376,0.03467734878581197,Couple,Budget,11,Snowy,,54,Cultural Fair,32,0,4.0,35,0.08006834931502149,0.8382122835998473,79,Adventure Trek,18.0
2640,0.5117970855968299,0.9306687429116822,0.9712629025382689,0.35144084510580464,Solo,Budget,2,Rainy,,91,Sports Event,77,0,4.6,92,0.3849205634519067,0.9984523580194159,28,Food Experience,27.0
2641,0.8931512325547294,0.8748781804907884,0.6820539128806105,0.6282969615980482,Solo,Luxury,11,Sunny,,55,Cultural Fair,97,0,4.0,91,0.7142169097033625,0.5205029071308033,28,Cultural Museum Visit,13.0
2642,0.34019511966107363,0.8627415416564547,0.042280489868230964,0.14672954964939255,Couple,Budget,6,Cloudy,,67,Sports Event,79,0,4.0,40,0.8100063040390871,0.5741775842714806,5,Adventure Trek,19.0
2643,0.6768262890968709,0.8295571882294763,0.7517639399829651,0.586921195140555,Solo,Mid-range,5,Rainy,,21,Wellness Expo,34,0,4.0,5,0.45048160300183127,0.2133014964059865,33,Adventure Trek,33.0
2644,0.5380788767984394,0.3262275259694134,0.7494259841613883,0.8246508441017685,Solo,Luxury,5,Rainy,,18,Wellness Expo,45,0,4.9,58,0.8399196946961518,0.0029187010347669906,93,Adventure Trek,21.0
2645,0.11020714687714817,0.3205546764702697,0.3784231440352964,0.49574175627679695,Solo,Luxury,2,Snowy,,88,Sports Event,27,0,4.1,3,0.12216933307370292,0.37067111411778464,68,Indoor Wellness Retreat,30.0
2646,0.6556257016720408,0.3835038823632708,0.83239421900541,0.5953253984769992,Couple,Luxury,11,Snowy,,45,Sports Event,81,1,3.6,35,0.22955699900462467,0.5627877970327739,24,Cultural Museum Visit,16.0
